id,date,country,rating,rating_count,plot
345,2018,Egypt,3.25,180,"Reda is a professional con artist who returns from Italy to steal an antique statue, and impersonates a businessman called (Sorour Abu al-Dahab). To steal the same representations."
346,2007,Egypt,3.3,145,"Houda claims that he has a special method, or he thinks he has a magic way to solve any problem that anyone faces, no matter what, until he discovers that everything is planned and planned by some people, and he only has to implement it and the funny events follow."
347,1967,Egypt,3.95,41,"As part of a comedic show, the events take place; Where (Amina) tried to become a member of a dance dance troupe, and while everyone tries to solve the troupe's material problems and present their first work at the Karnak Temple theater in Luxor, love links her with (Salah) the band's director and first dancer, but he thinks she loves another person, so he pretends"
348,1983,Egypt,3.6,66,"The work revolves around Morsi (Adel Imam), a poor history teacher, who is married and suffers from a financial crisis and has an ambition in life. He gets involved with an old classmate at the university (Salwa) by working with her as a pimp and is forced to marry her after her pregnancy, but a surprise occurs that changes the course of events."
349,2006,Egypt,3.2,225,"(Hisham Al-Buhairi) knows that his father deprived him of the inheritance, and donated all his wealth to his older brother, which drives him to orchestrate the murder of his brother to appear as a defense of honor, when (Hisham) kills his wife with his brother."
350,2017,Egypt,3.3,138,"After the dismissal of Muhammad Saleh (Muhammad Mamdouh) from the bank he works at due to his continuous violations of the rights of customers, he decides to ally with Amr (Akram Hosni), his colleague in the bank, and Zero (Muhammad Tharwat), their partner in the Playstation games store, in order to steal 15 million pounds from The bank he (Saleh) worked at."
351,2009,Egypt,3.2,217,"A young man who grows up alone is searching for himself and finds his way of disobeying his family and committing the crime since his inception, and time passes and his criminal capabilities and brutality in carrying out these crimes increase, then fate leads him to establish a love relationship with a beautiful girl, and tries to get money to establish a new life with his beloved through One last crime."
352,1984,Egypt,3.6,63,"Both (Hassanein) and (Barhuma) suffer from the tyranny of the teacher (Al-Hanash), and after a while Hassanein travels to work in Greece and there he is surprised by his lover (Aziza) and marries her after telling him that she has a baby as a result of their illegal relationship, on the other hand Al-Hanash recruits his aides in Greece to fight Hassanein"
353,2019,Egypt,3.7,53,"The film revolves around a romantic comic about Ibrahim, whose character is characterized by conservatism and fear of everything new, and his life is characterized by extreme routine .. And through an advertising campaign carried out by the company, Ibrahim and Dalia, his colleague, travel to film an advertising campaign called \ In making his son (Adam) love him, because he loves the husband of his ex-wife more than he does."
354,1947,Egypt,3.75,49,"The policemen are waiting at the station to arrest a smuggler girl. The daughter of Al-Basha Laila is in the same waiting train, and an unintentionally signal was issued from her that was supposed to come from the smuggling girl, causing a great misunderstanding."
355,2011,Egypt,3.35,110,The film revolves around three days in different years through the postal worker (Hassan) and the changes that he is exposed to during these different years in light of the political and social climate.
356,2017,Egypt,3.25,156,"Based on the novel of the journalist writer (Ibrahim Issa) of the same name, the film revolves around Sheikh (Hatem Al-Shennawi), who is one of the influential Islamic preachers through the media, who has close ties to politicians, and the impact of all this on his credibility in front of his audience, and on his personal life."
357,2010,Egypt,3.25,156,"The film deals with a group of different stories that all revolve over the course of one day in the Heliopolis area, between a filmmaker suffering from the separation of his sweetheart, two lovers preparing for marriage, a security soldier in his unit, and a young man planning to emigrate to join his family."
358,2019,Egypt,3.25,154,"The events revolve around a young man who goes to dinner with the family of Dr. Yahya Hussein Al-Tijani at the invitation of his daughter who loves this boy, but the doctor is living his worst days after appointing a guard against him because of threats that haunt him because of his bold opinions, and the dinner turns into an exciting discussion between the guest and the father."
359,1973,Egypt,3.9,39,"(Salem) is a prisoner who was arrested due to a crime he was not involved in, as (Kamel) his wife's brother had wronged a young girl and the result would be a fetus, and to preserve the girl's reputation, he took her to a doctor to perform an abortion, but she dies during that process, and suffers (Salem) When he learns that his wife is in a critical condition and does not have much time in front of him, he must see her and tell her the truth about his imprisonment."
